"site","plot","crop","treatment","poxc","date","land_type"
"Goshen Road",2,"Switchgrass","Biochar",790.6947188,"August 2022","Mine"
"Goshen Road",20,"Switchgrass","Control",675.943823233333,"August 2022","Mine"
"Goshen Road",21,"Switchgrass","Biochar",609.134809533333,"August 2022","Mine"
"Goshen Road",22,"Willow","Biochar",1056.92964366667,"August 2022","Mine"
"Goshen Road",23,"Willow","Control",921.4501046,"August 2022","Mine"
"Goshen Road",24,"Willow","Control",1150.342554,"August 2022","Mine"
"Goshen Road",3,"Switchgrass","Control",503.878354933333,"August 2022","Mine"
"Goshen Road",4,"Willow","Control",731.591587566667,"August 2022","Mine"
"Goshen Road",5,"Willow","Biochar",389.9789829,"August 2022","Mine"
"Goshen Road",6,"Willow","Control",643.250343066667,"August 2022","Mine"
"Goshen Road",7,"Willow","Biochar",999.160606033333,"August 2022","Mine"
"Goshen Road",8,"Willow","Control",744.8510732,"August 2022","Mine"
"Goshen Road",9,"Willow","Control",1196.91611033333,"August 2022","Mine"
"Jackson Mill",1,"Willow","Biochar",707.161780633333,"August 2022","Agriculture"
"Jackson Mill",10,"Willow","Control",969.3641073,"August 2022","Agriculture"
"Jackson Mill",11,"Willow","Control",745.5928528,"August 2022","Agriculture"
"Jackson Mill",12,"Willow","Biochar",864.386056433333,"August 2022","Agriculture"
"Jackson Mill",13,"Switchgrass","Biochar",759.318474066667,"August 2022","Agriculture"
"Jackson Mill",14,"Switchgrass","Control",867.876896633333,"August 2022","Agriculture"
"Jackson Mill",15,"Switchgrass","Control",875.2334611,"August 2022","Agriculture"
"Jackson Mill",16,"Willow","Biochar",728.3094488,"August 2022","Agriculture"
"Jackson Mill",17,"Willow","Control",508.831720433333,"August 2022","Agriculture"
"Jackson Mill",18,"Willow","Control",623.212386866667,"August 2022","Agriculture"
"Jackson Mill",19,"Willow","Control",572.7839838,"August 2022","Agriculture"
"Jackson Mill",2,"Willow","Control",1145.49254966667,"August 2022","Agriculture"
"Jackson Mill",20,"Willow","Biochar",796.854302266667,"August 2022","Agriculture"
"Jackson Mill",21,"Willow","Control",1364.331897,"August 2022","Agriculture"
"Jackson Mill",22,"Switchgrass","Control",848.9931075,"August 2022","Agriculture"
"Jackson Mill",23,"Switchgrass","Control",696.788447833333,"August 2022","Agriculture"
"Jackson Mill",24,"Switchgrass","Biochar",1053.375238,"August 2022","Agriculture"
"Jackson Mill",3,"Willow","Control",781.539890466667,"August 2022","Agriculture"
"Jackson Mill",4,"Switchgrass","Control",1083.61713833333,"August 2022","Agriculture"
"Jackson Mill",5,"Switchgrass","Biochar",926.230791066667,"August 2022","Agriculture"
"Jackson Mill",6,"Switchgrass","Control",695.6692982,"August 2022","Agriculture"
"Jackson Mill",7,"Switchgrass","Biochar",600.122257933333,"August 2022","Agriculture"
"Jackson Mill",8,"Switchgrass","Control",927.949370066667,"August 2022","Agriculture"
"Jackson Mill",9,"Switchgrass","Control",1039.44146563333,"August 2022","Agriculture"
"Reedsville",1,"Switchgrass","Control",1034.11697403333,"August 2022","Agriculture"
"Reedsville",10,"Willow","Biochar",814.901019333333,"August 2022","Agriculture"
"Reedsville",11,"Willow","Control",891.646179666667,"August 2022","Agriculture"
"Reedsville",12,"Willow","Control",1025.71737016667,"August 2022","Agriculture"
"Reedsville",13,"Willow","Control",884.7553639,"August 2022","Agriculture"
"Reedsville",14,"Willow","Biochar",885.033365833333,"August 2022","Agriculture"
"Reedsville",15,"Willow","Control",868.087625666667,"August 2022","Agriculture"
"Reedsville",16,"Switchgrass","Control",680.6754922,"August 2022","Agriculture"
"Reedsville",17,"Switchgrass","Control",748.825163866667,"August 2022","Agriculture"
"Reedsville",18,"Switchgrass","Biochar",941.329064766667,"August 2022","Agriculture"
"Reedsville",19,"Willow","Control",740.876452733333,"August 2022","Agriculture"
"Reedsville",2,"Switchgrass","Control",857.114630566667,"August 2022","Agriculture"
"Reedsville",20,"Willow","Control",954.5560861,"August 2022","Agriculture"
"Reedsville",21,"Willow","Biochar",674.9905653,"August 2022","Agriculture"
"Reedsville",22,"Switchgrass","Biochar",1022.9179134,"August 2022","Agriculture"
"Reedsville",23,"Switchgrass","Control",650.8753159,"August 2022","Agriculture"
"Reedsville",24,"Switchgrass","Control",1080.12321966667,"August 2022","Agriculture"
"Reedsville",3,"Switchgrass","Biochar",911.0449454,"August 2022","Agriculture"
"Reedsville",4,"Willow","Control",897.2970685,"August 2022","Agriculture"
"Reedsville",5,"Willow","Biochar",913.5606563,"August 2022","Agriculture"
"Reedsville",6,"Willow","Control",735.1632597,"August 2022","Agriculture"
"Reedsville",7,"Switchgrass","Biochar",925.831109033333,"August 2022","Agriculture"
"Reedsville",8,"Switchgrass","Control",630.2496775,"August 2022","Agriculture"
"Reedsville",9,"Switchgrass","Control",774.250774533333,"August 2022","Agriculture"
