"site","plot","crop","treatment","resp","date","land_type","resp_bc"
"Allstar Mine 1",22,"Switchgrass","Control",1.81335658572917,"August 2022","Mine",0.598772148638722
"Allstar Mine 1",23,"Switchgrass","Biochar",1.97022011534973,"August 2022","Mine",0.682811818962705
"Allstar Mine 1",24,"Switchgrass","Control",2.54479487195014,"August 2022","Mine",0.942918360421776
"Allstar Mine 1",3,"Willow","Biochar",1.58190085693191,"August 2022","Mine",0.460758410302104
"Allstar Mine 1",4,"Switchgrass","Control",3.5097890451762,"August 2022","Mine",1.27161486557608
"Allstar Mine 1",5,"Switchgrass","Biochar",1.46422701215467,"August 2022","Mine",0.382800039710915
"Allstar Mine 1",6,"Switchgrass","Control",1.10189549745058,"August 2022","Mine",0.0971270413854239
"Allstar Mine 1",7,"Willow","Biochar",1.46218236788415,"August 2022","Mine",0.381391878942745
"Allstar Mine 1",8,"Willow","Control",1.15697833571872,"August 2022","Mine",0.146026692700792
"Allstar Mine 1",9,"Willow","Control",1.03762268383194,"August 2022","Mine",0.0369459966976494
"Allstar Mine 2",1,"Willow","Control",1.39663486409628,"August 2022","Mine",0.335195486329288
"Allstar Mine 2",10,"Switchgrass","Biochar",2.56043985182468,"August 2022","Mine",0.949164512331716
"Allstar Mine 2",11,"Switchgrass","Control",1.87704223457831,"August 2022","Mine",0.633719535126836
"Allstar Mine 2",12,"Switchgrass","Control",0.937766564549657,"August 2022","Mine",-0.0642125409857114
"Allstar Mine 2",13,"Switchgrass","Control",3.23828731725036,"August 2022","Mine",1.18910236508662
"Allstar Mine 2",14,"Switchgrass","Control",2.07963876613272,"August 2022","Mine",0.737636243847246
"Allstar Mine 2",15,"Switchgrass","Biochar",4.1218065635063,"August 2022","Mine",1.4367476153938
"Allstar Mine 2",16,"Willow","Biochar",1.57520621386963,"August 2022","Mine",0.456478112545476
"Allstar Mine 2",17,"Willow","Control",0.781340634760635,"August 2022","Mine",-0.246130116591632
"Allstar Mine 2",18,"Willow","Control",0.699315220333449,"August 2022","Mine",-0.356364703335731
"Allstar Mine 2",2,"Willow","Biochar",1.18664900517893,"August 2022","Mine",0.171429538574377
"Allstar Mine 2",3,"Willow","Control",1.78050113324719,"August 2022","Mine",0.580269651640956
"Allstar Mine 2",4,"Switchgrass","Biochar",0.968975832756098,"August 2022","Mine",-0.0315055772654603
"Allstar Mine 2",5,"Switchgrass","Control",2.016748038619,"August 2022","Mine",0.706480431702734
"Allstar Mine 2",6,"Switchgrass","Control",1.43025712370534,"August 2022","Mine",0.35915088953401
"Allstar Mine 2",7,"Willow","Control",3.07542976090709,"August 2022","Mine",1.13629041541771
"Allstar Mine 2",8,"Willow","Biochar",1.99831707315759,"August 2022","Mine",0.697169291995182
"Allstar Mine 2",9,"Willow","Control",1.79951692039618,"August 2022","Mine",0.591018730132048
"Goshen Road",1,"Switchgrass","Control",1.45348698262172,"August 2022","Mine",0.375381677344539
"Goshen Road",10,"Switchgrass","Control",2.06684216137108,"August 2022","Mine",0.731372364549651
"Goshen Road",11,"Switchgrass","Biochar",2.26154724819022,"August 2022","Mine",0.822812948994953
"Goshen Road",12,"Switchgrass","Control",2.74533114413616,"August 2022","Mine",1.0202741576215
"Goshen Road",13,"Switchgrass","Control",1.80035546509347,"August 2022","Mine",0.591490169476393
"Goshen Road",14,"Switchgrass","Biochar",4.00502885092244,"August 2022","Mine",1.40718122364249
"Goshen Road",15,"Switchgrass","Control",1.22821508710541,"August 2022","Mine",0.205989383679554
"Goshen Road",16,"Willow","Control",1.8936388576163,"August 2022","Mine",0.642636069188777
"Goshen Road",17,"Willow","Biochar",1.41359457569487,"August 2022","Mine",0.347348832536319
"Goshen Road",18,"Willow","Control",1.67464144572135,"August 2022","Mine",0.518293704727943
"Goshen Road",2,"Switchgrass","Biochar",1.71777504846892,"August 2022","Mine",0.543997378883734
"Goshen Road",20,"Switchgrass","Control",1.72914869339876,"August 2022","Mine",0.550669674915596
"Goshen Road",21,"Switchgrass","Biochar",1.63442449258653,"August 2022","Mine",0.493736882536792
"Goshen Road",22,"Willow","Biochar",1.60445772480771,"August 2022","Mine",0.475050881788332
"Goshen Road",23,"Willow","Control",2.13376349878483,"August 2022","Mine",0.763718997496257
"Goshen Road",3,"Switchgrass","Control",1.29465124482291,"August 2022","Mine",0.258916144991453
"Goshen Road",4,"Willow","Control",1.05241668948004,"August 2022","Mine",0.0511155022627822
"Goshen Road",5,"Willow","Biochar",0.8368906678801,"August 2022","Mine",-0.177741961676407
"Goshen Road",6,"Willow","Control",0.813255226599966,"August 2022","Mine",-0.206279279507422
"Goshen Road",7,"Willow","Biochar",2.12171143280966,"August 2022","Mine",0.757967655506041
"Goshen Road",8,"Willow","Control",1.52025352635302,"August 2022","Mine",0.420654427776278
"Goshen Road",9,"Willow","Control",3.19941073951657,"August 2022","Mine",1.17673579912993
"Jackson Mill",1,"Willow","Biochar",1.68572869380486,"August 2022","Agriculture",0.524962092425706
"Jackson Mill",10,"Willow","Control",2.02913156873184,"August 2022","Agriculture",0.712689755308237
"Jackson Mill",11,"Willow","Control",1.61593552773827,"August 2022","Agriculture",0.482248039292578
"Jackson Mill",12,"Willow","Biochar",2.11081898831187,"August 2022","Agriculture",0.752742089154264
"Jackson Mill",13,"Switchgrass","Biochar",1.03719184562289,"August 2022","Agriculture",0.0365303855949992
"Jackson Mill",14,"Switchgrass","Control",1.27109400365045,"August 2022","Agriculture",0.240460116449223
"Jackson Mill",15,"Switchgrass","Control",1.60938329809028,"August 2022","Agriculture",0.478145622180265
"Jackson Mill",16,"Willow","Biochar",1.93886043185058,"August 2022","Agriculture",0.666548253088477
"Jackson Mill",17,"Willow","Control",0.56407909960008,"August 2022","Agriculture",-0.569262148082677
"Jackson Mill",18,"Willow","Control",1.17712252638705,"August 2022","Agriculture",0.163341832583839
"Jackson Mill",19,"Willow","Control",1.55544477544639,"August 2022","Agriculture",0.443738656153292
"Jackson Mill",2,"Willow","Control",2.27018507111567,"August 2022","Agriculture",0.826688620885724
"Jackson Mill",20,"Willow","Biochar",1.20672513110635,"August 2022","Agriculture",0.188267308017785
"Jackson Mill",21,"Willow","Control",0.636190014310996,"August 2022","Agriculture",-0.450198240120381
"Jackson Mill",22,"Switchgrass","Control",1.39032029870671,"August 2022","Agriculture",0.330633486019362
"Jackson Mill",23,"Switchgrass","Control",1.23175349537671,"August 2022","Agriculture",0.208878232534032
"Jackson Mill",24,"Switchgrass","Biochar",3.5410065477395,"August 2022","Agriculture",1.28069824570769
"Jackson Mill",3,"Willow","Control",1.70978642634335,"August 2022","Agriculture",0.539284961458193
"Jackson Mill",4,"Switchgrass","Control",1.72518498181026,"August 2022","Agriculture",0.548349276433751
"Jackson Mill",5,"Switchgrass","Biochar",2.38709645382439,"August 2022","Agriculture",0.877769576849577
"Jackson Mill",6,"Switchgrass","Control",1.42928679516286,"August 2022","Agriculture",0.358467310475372
"Jackson Mill",7,"Switchgrass","Biochar",1.5976830324644,"August 2022","Agriculture",0.470779097768477
"Jackson Mill",8,"Switchgrass","Control",1.87882927301538,"August 2022","Agriculture",0.634683324422935
"Jackson Mill",9,"Switchgrass","Control",1.4340452002199,"August 2022","Agriculture",0.361815179067145
"Reedsville",1,"Switchgrass","Control",2.48925084801196,"August 2022","Agriculture",0.920434752441226
"Reedsville",10,"Willow","Biochar",1.2989037252122,"August 2022","Agriculture",0.262212677369927
"Reedsville",11,"Willow","Control",1.35266201501107,"August 2022","Agriculture",0.302998098817427
"Reedsville",12,"Willow","Control",1.06952143101908,"August 2022","Agriculture",0.0672569382228637
"Reedsville",13,"Willow","Control",0.925224947785816,"August 2022","Agriculture",-0.0776574045692369
"Reedsville",14,"Willow","Biochar",1.07911663183957,"August 2022","Agriculture",0.0762013658507796
"Reedsville",15,"Willow","Control",2.07576762152918,"August 2022","Agriculture",0.73574532958617
"Reedsville",16,"Switchgrass","Control",1.4207742321177,"August 2022","Agriculture",0.352450795680475
"Reedsville",17,"Switchgrass","Control",1.40506230370918,"August 2022","Agriculture",0.341252563712569
"Reedsville",18,"Switchgrass","Biochar",2.10390656475838,"August 2022","Agriculture",0.749412186003366
"Reedsville",19,"Willow","Control",1.14754841824891,"August 2022","Agriculture",0.137819361602622
"Reedsville",2,"Switchgrass","Control",3.15097839339102,"August 2022","Agriculture",1.16112194540682
"Reedsville",20,"Willow","Control",1.91762486595295,"August 2022","Agriculture",0.655388174473435
"Reedsville",21,"Willow","Biochar",1.88857472962022,"August 2022","Agriculture",0.639923510806787
"Reedsville",22,"Switchgrass","Biochar",2.2068550180928,"August 2022","Agriculture",0.797931402178719
"Reedsville",23,"Switchgrass","Control",1.51125645512913,"August 2022","Agriculture",0.414668624229716
"Reedsville",24,"Switchgrass","Control",1.30989615365666,"August 2022","Agriculture",0.270685281221866
"Reedsville",3,"Switchgrass","Biochar",1.01640002759189,"August 2022","Agriculture",0.0162696727849495
"Reedsville",4,"Willow","Control",1.29676650612239,"August 2022","Agriculture",0.260557224267077
"Reedsville",5,"Willow","Biochar",1.36960648879318,"August 2022","Agriculture",0.315524826407779
"Reedsville",6,"Willow","Control",1.0074870301686,"August 2022","Agriculture",0.00745970351028109
"Reedsville",7,"Switchgrass","Biochar",1.68619359416167,"August 2022","Agriculture",0.525240765558498
"Reedsville",8,"Switchgrass","Control",1.11360582815596,"August 2022","Agriculture",0.107720283115387
"Reedsville",9,"Switchgrass","Control",2.53290205088194,"August 2022","Agriculture",0.93814500958318
