"site","plot","subsample_weight","POM...MAOM","fraction","crop","treatment","date","land_type","CN","pom_log_cn"
"Reedsville",12,10,10.17,"POM","Willow","Control","June 2021","Agriculture",19.6336336336336,2.97724409730371
"Reedsville",13,10.01,10.3,"POM","Willow","Control","June 2021","Agriculture",17.9971751412429,2.89021480898271
"Reedsville",15,10.01,9.89,"POM","Willow","Control","June 2021","Agriculture",16.4807360552041,2.80219218702788
"Reedsville",17,10.01,10.62,"POM","Switchgrass","Control","June 2021","Agriculture",17.3423104181432,2.8531492045839
"Reedsville",18,9.98,10.34,"POM","Switchgrass","Biochar","June 2021","Agriculture",27.9105180533752,3.32900360894441
"Reedsville",19,10.01,9.74,"POM","Willow","Control","June 2021","Agriculture",21.3742116327961,3.06218513146643
"Reedsville",2,10.01,9.92,"POM","Switchgrass","Control","June 2021","Agriculture",16.1775499190502,2.78362447365308
"Reedsville",21,10.02,10.57,"POM","Willow","Biochar","June 2021","Agriculture",13.3298918387414,2.59000902003477
"Reedsville",22,NA,11.31,"POM","Switchgrass","Biochar","June 2021","Agriculture",21.9225464190981,3.08751562408722
"Reedsville",24,9.98,10.79,"POM","Switchgrass","Control","June 2021","Agriculture",18.3076424870466,2.90731859491046
"Reedsville",3,NA,7.11,"POM","Switchgrass","Biochar","June 2021","Agriculture",21.3529688972667,3.0611907884269
"Reedsville",4,9.98,9.92,"POM","Willow","Control","June 2021","Agriculture",15.5903041825095,2.74664919426545
"Reedsville",5,10.07,9.76,"POM","Willow","Biochar","June 2021","Agriculture",18.6923076923077,2.92811208587901
"Reedsville",7,10.02,9.99,"POM","Switchgrass","Biochar","June 2021","Agriculture",20.4515289525049,3.01805764509768
"Reedsville",8,10,9.83,"POM","Switchgrass","Control","June 2021","Agriculture",17.90413054564,2.88503144296613
"Reedsville",9,10.01,10.5,"POM","Switchgrass","Control","June 2021","Agriculture",17.8905675786035,2.88427362304328
